,history_generator_loss,history_discriminator_loss
0,0.6932055950164795,1.4149017333984375
1,0.6903831362724304,1.042734146118164
2,0.6873137354850769,0.8117993474006653
3,0.683239758014679,0.7485452890396118
4,0.6778696775436401,0.7331068515777588
5,0.6747540235519409,0.7254422903060913
6,0.6752411127090454,0.7299002408981323
7,0.674224853515625,0.7271828651428223
8,0.6762481927871704,0.7204387187957764
9,0.6787270307540894,0.7282629013061523
10,0.6812663674354553,0.7113680839538574
11,0.6834197044372559,0.7133370041847229
12,0.6877431869506836,0.7063411474227905
13,0.6905874013900757,0.7078095078468323
14,0.6945798993110657,0.7079935669898987
15,0.6971483826637268,0.7005906105041504
16,0.6993852853775024,0.7007511258125305
17,0.7020657062530518,0.6910592317581177
18,0.7059934139251709,0.6917166709899902
19,0.7073121070861816,0.6912962198257446
20,0.7097412347793579,0.6817288398742676
21,0.7132198810577393,0.6783331036567688
22,0.7152695655822754,0.6785067319869995
23,0.7160287499427795,0.683143675327301
24,0.7192466259002686,0.6820462942123413
25,0.7218878269195557,0.6746959686279297
26,0.7229902148246765,0.6713059544563293
27,0.7266592383384705,0.6711577773094177
28,0.7280302047729492,0.6766930222511292
29,0.7274609804153442,0.6641141772270203
30,0.7319620251655579,0.6614976525306702
31,0.7384777069091797,0.6640837788581848
32,0.7407546639442444,0.6572451591491699
33,0.7410765290260315,0.6587298512458801
34,0.7379742860794067,0.6576058268547058
35,0.7415742874145508,0.6661246418952942
36,0.7433680891990662,0.6560466885566711
37,0.7515239119529724,0.6615608930587769
38,0.7557644844055176,0.6702362298965454
39,0.7480048537254333,0.6483179330825806
40,0.7494560480117798,0.6421404480934143
41,0.759484052658081,0.6426966190338135
42,0.763344407081604,0.6391491293907166
43,0.7666609287261963,0.638163685798645
44,0.7691141366958618,0.6406406760215759
45,0.7706387042999268,0.633413553237915
46,0.7742789387702942,0.6261656284332275
47,0.7802554368972778,0.6208643913269043
48,0.7847351431846619,0.617914080619812
49,0.7868612408638,0.620570957660675
50,0.7867655754089355,0.614855170249939
51,0.793221116065979,0.6162986755371094
52,0.7966626882553101,0.60805743932724
53,0.7974629998207092,0.6094326972961426
54,0.8028939366340637,0.6075316667556763
55,0.8059818744659424,0.6057331562042236
56,0.8065465688705444,0.602578341960907
57,0.812370777130127,0.5968146324157715
58,0.8151421546936035,0.5973135828971863
